participant_id,question_id,part,total_samples,valid_samples,invalid_samples,invalid_pct,excluded,status
participant_3,question_15,No-Timer,10712,10642,70,0.006534727408513816,False,KEPT
participant_3,question_2,Timer-No-Correct,5636,5601,35,0.006210078069552875,False,KEPT
participant_3,question_3,No-Timer,5197,5151,46,0.008851260342505291,False,KEPT
participant_3,question_4,Timer-No-Correct,8919,8819,100,0.011212019284673169,False,KEPT
participant_3,question_5,Timer-No-Correct,17644,17420,224,0.012695533892541374,False,KEPT
participant_3,question_6,No-Timer,10037,9955,82,0.008169771844176547,False,KEPT
participant_3,question_7,Timer-Correct,10963,10872,91,0.008300647632947186,False,KEPT
participant_3,question_8,Timer-Correct,8622,8568,54,0.006263048016701462,False,KEPT
participant_3,question_9,Timer-Correct,3562,3536,26,0.0072992700729927005,False,KEPT
participant_30,question_1,Timer-Correct,7489,7170,319,0.042595807183869676,False,KEPT
participant_30,question_10,No-Timer,10117,7611,2506,0.24770188791143619,False,KEPT
participant_30,question_11,Timer-Correct,2527,2097,430,0.17016224772457458,False,KEPT
participant_30,question_12,Timer-No-Correct,7264,4698,2566,0.3532488986784141,True,EXCLUDED
participant_30,question_13,No-Timer,3896,3633,263,0.06750513347022587,False,KEPT
participant_30,question_14,Timer-No-Correct,3329,3255,74,0.022228897566836887,False,KEPT
participant_30,question_15,Timer-No-Correct,12403,10969,1434,0.1156171893896638,False,KEPT
participant_30,question_2,No-Timer,3219,3123,96,0.02982292637465051,False,KEPT
participant_30,question_3,Timer-Correct,1998,1958,40,0.02002002002002002,False,KEPT
participant_30,question_4,No-Timer,8924,8639,285,0.03193635141192291,False,KEPT
participant_30,question_5,Timer-Correct,5455,4804,651,0.11934005499541706,False,KEPT
participant_30,question_6,Timer-Correct,5700,5484,216,0.037894736842105266,False,KEPT
participant_30,question_7,Timer-No-Correct,8788,4402,4386,0.499089667728721,True,EXCLUDED
participant_30,question_8,Timer-No-Correct,8495,6415,2080,0.2448499117127722,False,KEPT
participant_30,question_9,No-Timer,5929,5583,346,0.05835722718839602,False,KEPT
participant_4,question_1,No-Timer,4010,3918,92,0.022942643391521196,False,KEPT
participant_4,question_10,No-Timer,12435,11759,676,0.05436268596702855,False,KEPT
participant_4,question_11,No-Timer,4612,4020,592,0.12836079791847355,False,KEPT
participant_4,question_12,Timer-Correct,2118,1997,121,0.05712936732766761,False,KEPT
participant_4,question_13,Timer-Correct,1790,1764,26,0.01452513966480447,False,KEPT
participant_4,question_14,Timer-No-Correct,9226,8588,638,0.06915239540429222,False,KEPT
participant_4,question_15,No-Timer,10646,10278,368,0.034566973511177906,False,KEPT
participant_4,question_2,Timer-Correct,4888,4734,154,0.03150572831423895,False,KEPT
participant_4,question_3,Timer-Correct,3871,3690,181,0.046757943683802636,False,KEPT
participant_4,question_4,Timer-No-Correct,3496,3386,110,0.031464530892448515,False,KEPT
participant_4,question_5,Timer-Correct,7402,7233,169,0.022831667116995406,False,KEPT
participant_4,question_6,No-Timer,3347,3215,132,0.03943830295787272,False,KEPT
participant_4,question_7,Timer-No-Correct,12904,12418,486,0.03766274023558586,False,KEPT
participant_4,question_8,Timer-No-Correct,5288,4822,466,0.08812405446293495,False,KEPT
participant_4,question_9,Timer-No-Correct,7771,6912,859,0.11053918414618454,False,KEPT
participant_5,question_1,Timer-No-Correct,10782,10511,271,0.025134483398256354,False,KEPT
participant_5,question_10,Timer-Correct,3277,3231,46,0.014037229173024107,False,KEPT
participant_5,question_11,Timer-No-Correct,2814,2787,27,0.009594882729211088,False,KEPT
participant_5,question_12,Timer-No-Correct,10731,10487,244,0.02273786226819495,False,KEPT
participant_5,question_13,No-Timer,9257,9028,229,0.024738036080803716,False,KEPT
participant_5,question_14,No-Timer,6257,6159,98,0.015662458046987373,False,KEPT
participant_5,question_15,Timer-Correct,3538,3497,41,0.011588468061051441,False,KEPT
participant_5,question_2,Timer-Correct,12018,11558,460,0.0382759194541521,False,KEPT
participant_5,question_3,No-Timer,22156,21183,973,0.043915869290485646,False,KEPT
participant_5,question_4,Timer-Correct,6699,6517,182,0.027168234064785787,False,KEPT
participant_5,question_5,No-Timer,1570,1536,34,0.02165605095541401,False,KEPT
participant_5,question_6,Timer-No-Correct,6227,6083,144,0.023125100369359244,False,KEPT
participant_5,question_7,Timer-Correct,9043,8886,157,0.01736149507906668,False,KEPT
participant_5,question_8,Timer-No-Correct,4190,4072,118,0.028162291169451074,False,KEPT
participant_5,question_9,No-Timer,9169,9012,157,0.01712291416730287,False,KEPT
participant_6,question_1,Timer-No-Correct,8152,7971,181,0.022203140333660453,False,KEPT
participant_6,question_10,Timer-No-Correct,8088,7936,152,0.018793273986152326,False,KEPT
participant_6,question_11,Timer-Correct,4552,4446,106,0.02328646748681898,False,KEPT
participant_6,question_12,Timer-Correct,10716,10544,172,0.01605076521089959,False,KEPT
participant_6,question_13,Timer-Correct,12711,12490,221,0.01738651561639525,False,KEPT
participant_6,question_14,No-Timer,2858,2796,62,0.021693491952414275,False,KEPT
participant_6,question_15,Timer-Correct,12941,12710,231,0.01785024341241017,False,KEPT
participant_6,question_2,No-Timer,13702,13183,519,0.03787768209020581,False,KEPT
participant_6,question_3,Timer-Correct,8555,8376,179,0.020923436586791352,False,KEPT
participant_6,question_4,Timer-No-Correct,6263,6160,103,0.01644579275107776,False,KEPT
participant_6,question_5,Timer-No-Correct,4523,4285,238,0.05261994251602919,False,KEPT
participant_6,question_6,No-Timer,5775,5645,130,0.022510822510822513,False,KEPT
participant_6,question_7,No-Timer,4279,4186,93,0.021734050011684974,False,KEPT
participant_6,question_8,Timer-No-Correct,12629,12479,150,0.011877424974265579,False,KEPT
participant_6,question_9,No-Timer,9659,9531,128,0.013251889429547572,False,KEPT
participant_7,question_1,Timer-Correct,7383,7115,268,0.03629960720574292,False,KEPT
participant_7,question_10,No-Timer,6510,6413,97,0.014900153609831029,False,KEPT
participant_7,question_11,Timer-Correct,7715,7495,220,0.028515878159429683,False,KEPT
participant_7,question_12,Timer-No-Correct,10397,9777,620,0.059632586322977785,False,KEPT
participant_7,question_13,Timer-No-Correct,12425,12235,190,0.015291750503018108,False,KEPT
participant_7,question_14,Timer-Correct,6199,6115,84,0.013550572673011777,False,KEPT
participant_7,question_15,No-Timer,6475,6389,86,0.013281853281853282,False,KEPT
participant_7,question_2,No-Timer,5786,5634,152,0.026270307639128933,False,KEPT
participant_7,question_3,Timer-No-Correct,6334,6246,88,0.013893274392169246,False,KEPT
participant_7,question_4,Timer-Correct,6935,6758,177,0.025522710886806056,False,KEPT
participant_7,question_5,No-Timer,8247,8087,160,0.019400994300957923,False,KEPT
participant_7,question_6,Timer-No-Correct,8087,7884,203,0.025102015580561396,False,KEPT
participant_7,question_7,Timer-No-Correct,6478,6392,86,0.013275702377276937,False,KEPT
participant_7,question_8,No-Timer,4875,4808,67,0.013743589743589744,False,KEPT
participant_7,question_9,Timer-Correct,10653,10310,343,0.03219750305078382,False,KEPT
participant_8,question_1,Timer-No-Correct,5647,5600,47,0.008323003364618381,False,KEPT
participant_8,question_10,Timer-No-Correct,7576,7510,66,0.008711721224920803,False,KEPT
participant_8,question_11,Timer-Correct,8503,8416,87,0.010231682935434553,False,KEPT
participant_8,question_12,Timer-Correct,8064,8017,47,0.005828373015873016,False,KEPT
participant_8,question_13,Timer-Correct,6592,6533,59,0.008950242718446601,False,KEPT
participant_8,question_14,Timer-No-Correct,11338,11093,245,0.021608749338507673,False,KEPT
participant_8,question_15,No-Timer,11423,11293,130,0.011380548017158364,False,KEPT
participant_8,question_2,No-Timer,10306,10252,54,0.005239666213856006,False,KEPT
participant_8,question_3,No-Timer,7828,7758,70,0.008942258559018906,False,KEPT
participant_8,question_4,Timer-Correct,8658,8626,32,0.003696003696003696,False,KEPT
participant_8,question_5,Timer-No-Correct,8312,8226,86,0.010346487006737248,False,KEPT
participant_8,question_6,Timer-Correct,8321,8132,189,0.022713616151904818,False,KEPT
participant_8,question_7,No-Timer,6244,6179,65,0.010409993593850097,False,KEPT
participant_8,question_8,No-Timer,7946,7827,119,0.014976088598036749,False,KEPT
participant_8,question_9,Timer-No-Correct,6913,6824,89,0.012874294806885577,False,KEPT
participant_9,question_1,Timer-No-Correct,9367,9022,345,0.03683142948649514,False,KEPT
participant_9,question_10,No-Timer,5012,4896,116,0.02314445331205108,False,KEPT
participant_9,question_11,Timer-No-Correct,2078,2033,45,0.02165543792107796,False,KEPT
participant_9,question_12,Timer-Correct,4830,4699,131,0.027122153209109733,False,KEPT
participant_9,question_13,No-Timer,12308,11932,376,0.030549236269093272,False,KEPT
participant_9,question_14,Timer-Correct,2625,2531,94,0.03580952380952381,False,KEPT
participant_9,question_15,Timer-No-Correct,4571,4402,169,0.036972216145263616,False,KEPT
participant_9,question_2,Timer-Correct,6750,6540,210,0.03111111111111111,False,KEPT
participant_9,question_3,No-Timer,10850,10524,326,0.030046082949308755,False,KEPT
participant_9,question_4,Timer-Correct,4029,3943,86,0.02134524695954331,False,KEPT
participant_9,question_5,Timer-No-Correct,4503,4402,101,0.022429491450144348,False,KEPT
participant_9,question_6,No-Timer,6289,6084,205,0.03259659723326443,False,KEPT
participant_9,question_7,No-Timer,2864,2771,93,0.03247206703910614,False,KEPT
participant_9,question_8,Timer-No-Correct,6349,6171,178,0.02803591116711293,False,KEPT
participant_9,question_9,Timer-Correct,12450,12028,422,0.03389558232931727,False,KEPT
